"Gene.ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"Os07g0658100",1165.48485434262,-2.65119665262916,0.307055330996473,-8.63426355121516,5.91065846472096e-18,6.49414294404116e-17,""
"Os04g0464966",1371.43559651628,3.71161844037493,0.429886567785856,8.63394839129712,5.92697489465432e-18,6.50859141840609e-17,"OsFbox217"
"Os06g0255300",3121.85125437175,2.33359297812226,0.27028257600519,8.6339009070176,5.92943709727673e-18,6.50859141840609e-17,"OsSYD"
"Os01g0931000",124.297435584378,-5.79863135201157,0.671636872640428,-8.63358101412035,5.9460508380835e-18,6.5237316785197e-17,""
"Os08g0558200",928.003141670958,-3.11617220800331,0.360940146246055,-8.63348740895948,5.95092093626648e-18,6.52597910924472e-17,"OsGRX20"
"Os05g0462600",1829.74655998832,2.84491196277371,0.32961122828302,8.63111362314069,6.07574903175542e-18,6.65971201926253e-17,""
"Os10g0118800",129.597171310936,2.97114391438519,0.344337580780605,8.62857869782811,6.21190510031481e-18,6.80572909332454e-17,""
"Os03g0161100",871.139655149989,3.90048626608434,0.452070245557042,8.62805350367209,6.24048874054893e-18,6.8338079351996e-17,""
"Os01g0670600",838.545744002361,3.74250373629441,0.433799932289489,8.62725753907429,6.28405669074725e-18,6.87826138871758e-17,""
"Os04g0536500",91.5382302425866,7.0792143669221,0.82068818299145,8.62594894582009,6.35633734496599e-18,6.95408562508862e-17,"OsSWN6"
"Os09g0251800",1311.4024175064,3.09476277117157,0.358834305072188,8.62448970855501,6.43790693244716e-18,7.03999581719328e-17,""
"Os12g0554100",884.600602972529,-4.58667480569895,0.531980347842741,-8.62188767742756,6.58592905536826e-18,7.19845780683162e-17,"OsTBL34"
"Os06g0644466",270.687601733676,2.37035306628098,0.274972671073656,8.62032236522166,6.67658823614764e-18,7.29410168755893e-17,""
"Os11g0289700",241.563127837141,-6.47662197635215,0.751372871399224,-8.61971761675562,6.71194276326749e-18,7.32926403346792e-17,""
"Os12g0636400",810.784623239754,-2.57429818308649,0.298769543764539,-8.61633401668043,6.91318936655781e-18,7.54545746435815e-17,""
"Os02g0596300",373.062491901461,-10.4774591085945,1.21612971533321,-8.61541246504592,6.96902490693824e-18,7.60281170036168e-17,""
"Os05g0577700",703.711428619268,3.40556913197457,0.395338626351561,8.6143091136916,7.03646118064991e-18,7.67276163064927e-17,""
"Os08g0189600",274.253126466051,-6.30164454353451,0.731690891792054,-8.61244087390585,7.15211868440776e-18,7.79153089651356e-17,"GLP8-7"
"Os11g0110901",264.451730069807,-2.90657407660494,0.337484668881421,-8.61246256382149,7.15076521642516e-18,7.79153089651356e-17,""
"Os04g0625600",399.943521879451,-3.16038672082903,0.366961169291204,-8.61231919151939,7.15971645175322e-18,7.79613569190906e-17,"OsMB6"
"Os05g0534600",707.868430660994,3.02109886643465,0.350804776837598,8.61190914693058,7.18537806506835e-18,7.82039641830121e-17,""
"Os08g0485400",2455.04277673885,2.70703680500277,0.31435579543155,8.61137871273066,7.21870867623984e-18,7.85297715259055e-17,""
"Os01g0639900",11254.5886185208,3.6498928195473,0.423868135908515,8.61091577861628,7.24792249944075e-18,7.8810508494154e-17,"BETACA1"
"Os09g0250700",649.979892081397,-2.91017967547312,0.338023851683161,-8.60939149998476,7.34494043119087e-18,7.98279052126798e-17,""
"Os08g0520900",857.801073726548,2.72096207255048,0.31607077584906,8.60871134081022,7.38864401565489e-18,8.02651755726004e-17,"OsPHS8"
"Os11g0661800",91.6814451947401,7.82833032072543,0.90939028223015,8.6083285402254,7.413353617155e-18,8.04957945810145e-17,""
"Os03g0101600",1264.47048982302,-2.83075649567386,0.328882883427057,-8.60718705144073,7.48752144844441e-18,8.1262973279973e-17,""
"Os07g0449700",112.978557234439,-3.85958584844751,0.448486683829631,-8.60579809302358,7.57875686153387e-18,8.22145819388159e-17,"RR7"
"Os01g0895200",1345.39262188984,3.69956984207703,0.429920990526253,8.60523194633623,7.61625888349551e-18,8.25826701629086e-17,""
"Os09g0513200",1452.89086748227,-6.70320462745596,0.779063504912653,-8.6041825668724,7.68625565987825e-18,8.33025871141819e-17,""
"Os12g0619000",3087.06631633475,-2.61619363044385,0.304098367178184,-8.6031163360733,7.75802674279968e-18,8.40410503547874e-17,""
"Os01g0229300",382.907757362258,3.07884639882842,0.357904272526011,8.60242985393438,7.80458545858207e-18,8.45058298155833e-17,"CCP1"
"Os09g0504700",1558.39910398294,2.3777555543153,0.276427176614245,8.60174308271241,7.85143971699034e-18,8.49733728472403e-17,""
"Os07g0567400",104.146776976506,-4.01042971166591,0.466306114778394,-8.60042273640742,7.94230028103563e-18,8.59165205331114e-17,""
"Os04g0243700",203.178335567679,-4.31105103762866,0.501452951246452,-8.59711968373655,8.17417272485792e-18,8.83834814308154e-17,"OsCTR1"
"Os09g0133200",5174.55721124634,-2.46478984528125,0.286721838454852,-8.59644964110177,8.22201810116921e-18,8.88592685251596e-17,""
"Os12g0527800",295.162468901926,3.57602565762872,0.416018595798549,8.59583127712001,8.26641848252822e-18,8.92973968537659e-17,""
"Os06g0193400",2984.55564867057,2.17938827387389,0.253591766779702,8.5940813518885,8.39335481700363e-18,9.06262886123529e-17,"OsPTF1"
"Os06g0528600",994.287806131509,-3.41231760673975,0.397074217896702,-8.59365189917078,8.42479936023699e-18,9.09233595910224e-17,"OSSPDS2"
